f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,class
-0.9697810556448653,-1.6505738436416262,-0.6289134022381323,-1.691092358023418,-1.4777513591130012,-0.6287683529544584,-0.046908234611703195,-1.049126952155369,0.46618578060051996,-0.9427943748868816,1.1173598785421306,-1.2149852900049614,-0.1976109725110117,-1.5644586536332201,0.06409022832473446,-0.8477836085700529,-0.41100264700674033,-0.2505778777286353,-0.9360201139876789,0.7694690694344342,0
-1.2242133802728743,0.5342252626839816,-0.9510287190492288,0.3752523600172096,-0.1860336682973842,0.7126990940368155,-0.20215833125398408,0.8387731541782333,-0.05323179002448252,1.0404432888547475,1.1907263423741097,0.6970914140621306,-0.06865472021895767,0.7483907473910443,-0.20819267225754573,-0.28953296194929895,-1.1739522770240782,0.9937191209023784,-0.06070697507430141,-0.9656070311771303,1
0.5943082333558193,0.4915688338789532,-1.3949287688833143,1.2067825421812164,1.1479459568189296,0.5713847944857584,-0.9413331591077686,1.2466141322121713,-0.2395232341826627,-0.6634639886673679,-0.4011365630878967,0.6859566661804612,0.5355316277776604,0.11900769017998583,1.1547724307098293,-0.5048979481349488,-0.8471828166473582,-0.6892694612754452,0.7683521690143797,-1.0701075469276733,1
1.1040805413432235,0.253213568201324,1.3987259309397004,1.2081745114758022,0.4438222640219756,0.10282121999568401,-0.6158844675651689,-0.5802179979977925,-1.9170463099118884,0.7611223198390014,-1.3039438371331782,-1.2162937159875122,0.6436946629881801,-0.7264306766629656,1.6461611506848852,-0.09022141991553134,-0.6654635935864202,0.6024998518154925,0.4293977261358563,0.7487079471533533,0
0.2038835265332476,-0.16405496685469112,-0.6283222460012542,0.23693284526588515,-0.5983335462161409,0.44833079636454354,-1.246620889678763,-1.1200509177227123,-0.9177504784057009,0.8884082278859231,-0.29958119607916933,1.1370124207338341,0.10659359810713111,-2.6819950034091993,-1.6733270760650025,1.2953567000873538,1.0222145859772778,-0.8973291001373693,-0.37449901931144636,1.072437533009607,0
0.45278765176740743,-0.1481664355566917,-0.3548965530321236,2.2863086637894448,-0.19724305493622893,1.056368081924759,0.3987121527580519,0.35898427561811164,1.3514131712343391,-0.9058131401408124,0.688872891431842,0.9522431210365828,-0.06626343993463449,1.3671501325488284,0.3244692822797347,-0.02585530952529075,-0.2470311149661557,2.270499586878549,1.0922408238233556,-0.44340845277718366,0
0.12714486104138345,0.5806774193648425,-1.6192457447227333,-0.38549664032761677,0.4493219775305346,0.10892059450409143,-0.5687537816804992,0.6501391402837557,-1.5866601576821777,0.1431213604197368,0.01842087588567809,0.6618438675885271,0.6218669131602084,0.13505181952222384,0.9366187021149793,-0.6159444462529508,1.5371899675359626,1.1924251764609055,-0.820183947994771,-0.5963600477687107,1
0.12634847659759055,0.01566091099300363,-0.5950131657587558,-0.8474434222455681,-0.40465940213778323,-2.0328283113562793,0.5221018152437701,0.6324307872309436,-1.2124674697404887,-0.4347893048442432,1.3007327625880598,-0.549771230003932,0.507277996302222,-0.9828120456077512,1.7286274428505972,-0.5755239749631322,0.8573064880413844,0.2580701519856723,-1.4377798662139523,-0.7958130587347646,1
-0.39556177696141975,0.7405330425935329,0.029617266021602702,1.0463712732912656,1.2460717990555763,0.7759930849651402,-1.8208859754221967,1.0448368301516506,0.4125647769528201,1.177667112484937,-0.7689210743423444,0.3489905113417192,-0.006060818355639811,-2.3488533222653323,0.3876835579578978,-1.0414731308357024,-0.4701599718346836,2.8409078428343815,-0.28522995853996175,-0.8241419189761914,1
-0.265304215244502,-0.34356149690390425,1.6419301240350845,0.882752301458693,-0.6725577814476787,1.3497647234165087,0.5531942495320225,-1.2387499285647483,0.08848043229378669,0.18194752285865406,-0.3148477549401394,0.6787489711593068,-0.5179126227713974,2.0201260941733,-1.3560162720877778,-1.0632813693458456,-0.5457617328775731,-0.051643661633890496,-0.44840636275935786,1.1833193102186754,0
1.0966649904430459,0.3196684707548756,-0.7814532536212124,0.5121796172481915,0.12703273773264065,0.31653582031319716,-0.01818639573324285,1.2011396046255498,-0.34235324493086333,0.06229581193109707,1.1055472454740956,0.23577017148254015,0.10134998153343562,-1.2731198654772216,-0.6658889216468746,-0.35230473350894415,-1.352453285593017,0.7457850681776782,0.0477266646582442,-1.281950104597849,1
1.120326330989509,0.2631419825614179,0.7773806129355985,-0.2205797397701353,-0.328168563197066,-1.87304294685028,1.1994661561406652,-0.2904551523210509,-1.5505180455725611,-2.34321240473841,0.18597353154894924,-0.51504279362461,-0.08281070173225596,-0.41263648660123925,-0.38222396675600406,0.24868185307436363,1.0918241348939877,0.7421090345552432,0.6743831469059555,0.23377491579234852,0
-1.0856850815279822,0.7522356945192301,0.09141365916723587,-1.6319277533359804,-0.22709044581307328,0.02584968511353771,1.727444803934826,0.26555050226627874,0.11236822101166272,-0.5941437152841319,0.6333028676844565,0.05416736029628358,0.7993147494319639,-1.9026955575612585,-0.616715289400524,1.3681796426360051,-0.6657513366331577,-0.18579250999757085,-1.2460765913955512,-0.3488048636375541,0
0.32921742122262165,0.1958045970702845,0.34798703059819436,-0.433057589007469,0.06459928741215415,0.4170619030818008,-0.011068298422807233,-0.013795800870695207,0.4371955472444928,-0.547451926805363,-0.11337057344444168,-0.10370617384208951,-0.8700689784473731,0.5576729937228994,-0.538713544214342,-0.31718411635188826,-0.25396381938783696,0.16555034949001027,-0.22879982054374684,0.031651400488975176,0
1.8796533966721098,-0.9221046084185366,1.153818250187703,0.5977400020697474,2.02653932984232,0.4019235919906809,-1.2520091869796384,2.3029770784057373,-0.68044280785133,-1.9468121024407672,-0.5975550185370162,-1.4335284906723333,-1.3861930150333668,-1.377646951870087,-0.7912489565204281,-0.45778257212175283,0.28468985249688716,-0.7221728642740824,0.3929507643345386,-2.001029727097856,1
-1.2235676299020923,-0.9554689347274948,1.1741899401086358,1.3343862814885792,-1.9632568244373996,-0.45039050895513333,-0.06330089307129369,-1.4101689881370931,0.02578679653094031,-0.3489354769345432,1.4667680757189145,-0.11516375281317559,-1.2847873082228083,0.3926951221579482,-0.3069756696554605,1.6804702492499328,-1.0693739939833402,0.6373783168222804,-1.5341958513955287,1.0401752351157783,0
-0.8209660277100019,0.2285806107714518,-0.7429119757780963,0.026162843051162895,0.9087199663805835,1.5647420834282793,-1.568144667879795,1.4470369322820282,-1.5056130383860444,-1.3856260395223419,0.18021914098426262,-0.7342988076335512,0.5451741916886786,1.1251358423710796,-0.04787473464787119,-1.2108679954889925,-0.5503608519425202,0.5654509901867169,1.353458303349496,-1.3507477384676405,1
1.2045584876633075,-1.6794670381430352,-0.9163259153191609,0.0423731837824636,-5.190288261543647,-0.23939137570802319,0.7847115264526071,-3.667593673737697,0.3274290188381974,0.986047345805532,3.9431387270969394,1.4018754924297323,-0.4384580581327638,0.7968224183874658,0.3358549730793668,0.9716351351114094,1.0336105693539306,0.6377566943579615,0.8951104256129578,2.6837273569325713,0
0.7782091527937842,-1.0077835828701627,-1.4027373948781423,-0.15301491234669257,-0.1596379572805008,1.4870814341917518,-1.0162759287566376,-1.8958139060273393,-1.0756281409780715,0.32169490410913726,-1.8072121821684273,-1.99393248528207,-0.2587335205530521,0.27000310558321367,1.4025055752826305,-0.34743530982918674,-1.1332080372237217,0.3926356761165535,-0.419998921339791,2.0338321457359836,0
