ID,0,1,2,3,4
0,3.4057955091490917,1.892352049076314,6.583573785704679,10.21791098239206,-0.3985580655428411
1,0.15172656933740925,3.4968689606067875,-1.6047895794227425,-0.49400657876115783,-1.0333719652619642
2,7.973213697902745,-0.13335845186401107,-0.7780629996974726,13.774881369548902,-11.405227583886338
3,-11.562400658320112,-13.313848471264624,6.665286231487895,8.450174840405783,8.277821634000315
4,3.52842077055887,6.953815433222021,2.4659326489887974,0.9879316908019574,3.1523455988182105
5,2.0343605552153585,5.1490445708660415,-0.6642939295747494,0.814862036822002,-3.0426457340722375
6,-0.10263918820250773,3.752446258327276,0.6358115897391015,4.375409014846959,0.4618847694090924
7,1.580248499261601,5.5201001826496725,4.285192167327683,3.7643686657019204,-0.6901079906035203
8,3.1992260679490445,-2.735600124147896,7.517435512532876,9.753369068614024,-2.1308508073031986
9,3.93905212620316,3.3763582444287903,0.908643769169576,5.634224436159652,-6.976676799448207
10,-4.5622222898949065,-9.400722542039311,8.24581018278466,4.385718865705728,5.175885109662465
11,2.0483009678333204,-1.1186842961583219,9.725180019627727,6.044333264620791,-2.7483682679333565
12,2.2486390494248787,-3.0073699693689186,7.23544669761808,11.024273516303353,-1.8266280622601947
13,-0.5726478589951567,4.513601657619415,2.3230933666638296,-0.32758781781193447,-3.172560661810469
14,-5.768739805733178,-8.710667648368275,8.149360594675565,1.8912202634090591,5.207935719554133
15,7.0189641289109,1.1745685655667764,1.8104605412197636,5.874176946840407,-9.211087707695555
16,-1.3316306487575238,3.607863615606698,-0.6515101948625488,-1.1676225438463224,-2.4004006881379203
17,1.855053481075569,4.637134318193448,3.3253303952170907,5.663953209665821,0.3620549607589223
18,8.006973796444187,0.39120808620030223,3.155736307444715,11.021142584506203,-8.554444642473301
19,4.324241492567915,4.626905861924726,5.182077011490737,-0.6833823837282176,-3.341504256272559
20,2.542292417383509,-0.27438116486628494,7.622154668321144,8.286826435799592,-1.1405690080998598
21,-7.870071349157006,-9.856565100827789,9.925218482179144,3.0685012477959708,8.311338987649021
22,-8.826038659021943,-9.502861225013387,8.687462785975399,6.774476329016184,6.496469309452456
23,5.7467123467911705,-1.3755787523252492,4.675598956299346,3.6092314702026123,-4.498022944013005
24,3.320307913173195,-4.0593515806239955,1.5295670722348973,7.916586261271261,-9.257344587423308
25,2.6194415026460867,4.314372620047112,3.6563971282948717,1.0541840102612596,-2.317361978530614
26,-2.683210743462568,4.377798771268689,3.5910723368982853,2.077423301406976,-2.2546216331634854
27,5.191067976764495,0.168784106909861,7.558167528206854,11.121295886546152,-4.877635975146678
28,2.0845252352000347,2.963535531993797,1.9345425326482006,-0.5244175336442856,-0.08756767214724204
29,7.895092016840676,3.67933959746308,-0.8295598891388205,8.983174481788351,-7.795340630765359
30,2.6929947492945465,0.5474725716600926,8.425611582245319,7.075718296685988,-5.13168203974033
31,4.555561006531819,-0.9672639598671984,9.13511928500155,10.142832820942665,-2.7410907269450373
32,0.5423709386731971,5.194573829237985,1.2704895251336046,-5.194622449661916,-0.44028023044686604
