ID,0,1,2,3,4,5,6,7
0,7.670533454375926,-8.361274529656656,-4.382564498210293,9.554443480566654,-1.6941033873324138,-10.321501847887216,-3.4870366646822917,4.396731977994142
1,6.637838696161085,11.816383167143588,9.915178057095927,-0.4057356982680955,-7.225996652981982,6.356162637652101,8.853543338798278,-7.518973015962448
2,-9.647596451528226,-10.77857116259857,10.732021145180703,5.710078170466404,-0.8403058502068295,0.9886353457642048,1.7289922737973293,-6.6662118303930145
3,3.912661392940401,-8.657158619837753,-4.0192810443347415,8.890826492424722,-1.6378729183769445,-5.524984538468307,-3.793120937159503,2.3720404904204475
4,-7.482907161060005,-10.025525536286159,4.898985810598544,2.4557181688343315,0.13091785979857565,-2.22642151863336,6.583666905355537,-10.29317417152474
5,-3.274849063053629,-1.2510114601341964,-3.8502424408286053,4.80816629521591,7.835169968339465,8.292427969685148,-12.790558316807891,1.78298129637555
6,3.748876529128487,-7.57273341655628,-1.5641661897108712,7.932493560005118,0.9795604714336185,-6.088807845725388,-4.20364338898771,5.756730899089884
7,-3.7924678265367833,-0.5455303574042024,-7.319174385749035,1.3984200298649685,13.145425175495953,-3.1428225584764253,2.7723047959141263,-3.053393493390513
8,-0.7103518868210728,-2.4748955222378077,-4.153581000274859,5.029384741618417,10.113319084878448,-0.7389998427529569,10.75067053386606,-0.8232201922281741
9,4.546124235498318,-11.07429394802406,-3.713335717365232,11.64729008789222,3.9264537905857892,-8.563220786895352,-1.8034892119674675,3.295901575826343
10,-2.439324898153069,-2.3341727659649294,-5.0287655909125455,1.473757587343701,6.205681297769086,-4.728264115503956,5.6694805105469745,-1.5652122532680628
11,-0.9250118101881524,1.6638163496990308,-5.810222499158723,1.289404555963449,9.336162587785234,-3.2343046342272026,5.957271340802802,-3.4713616379493706
12,-4.998108328783401,-6.77846116705931,8.508373583111295,0.720670985051933,-2.155534348818471,-2.1716412228295283,1.7502840632969003,-5.057658777083558
13,4.973772473440859,-7.100125151937867,-3.835757716352844,9.665572019889334,0.6277795521774743,-8.269117335084086,-5.6232462439932895,6.386280835011478
14,-3.0768271192550345,-3.2445661846079235,-9.491918145885649,3.1934483238194185,8.603556290372168,-4.170705986620336,10.433746359090886,-0.7722563456017292
15,-6.660511765964454,-3.6685852451863465,8.421480634964363,2.3505534201051406,-0.7434830021782182,-0.5851762497608823,-0.5448320985011956,-5.957602233407166
16,-0.11672503688003388,-6.838660291734903,-3.7577552048097425,8.132598417553652,1.5770430498245671,-6.5642045043346045,-2.1932198716710984,2.6457636047809667
17,-7.008950362240013,1.7009464206644402,-1.7631511298091018,11.712407225552836,7.262091731070083,7.5236168572081095,-9.42017160047687,-2.4914896792020755
18,-4.822486873782167,-4.9576759378144475,7.481569657830297,2.9816828910073885,-4.101965951858201,-0.3720633676406067,6.143018417723326,-6.224197217725727
19,-0.8335616415980924,-7.769265988436325,7.4947150132483475,4.820189623854724,-1.8770278576220063,0.6191122231464228,1.6589858079806625,-3.670728474632379
20,5.949351576298848,8.879533806142778,7.997078005985374,-1.0802604933081936,-3.8518977621707395,-1.3958223920827288,12.205496115522198,-4.383941742663752
21,6.259665715249592,9.31825653800723,10.374426261616328,1.1853399747696463,-4.920563219192888,1.2047940585339025,9.259019675475805,-5.37936412842282
22,-5.637242194689794,-0.7902512397214226,-8.513993280113787,-0.8304883054027052,9.130071298705506,-0.21214629372799587,3.903537762086849,-0.9418813602806171
23,-2.6054319771068863,-1.7794416296364786,-6.77928622860082,2.0248815268189793,8.330857168257051,-5.244403241020747,4.327457545181622,2.6094684372974224
24,-6.226875469491165,-7.378061222034431,4.926059576871927,1.7223784822883657,-1.6283370217653104,3.0541759796118355,3.7396282797777953,-9.212664842357745
25,-7.756915860987405,-8.484742856696968,8.72304453746089,3.9265438476324075,-1.7077472312938902,2.7417102266334172,0.9417640343809921,-7.4578031377148735
26,8.630633917677299,9.012911887275573,9.148754299689525,-1.3129193461415796,-3.9038225555671664,2.3646102840712198,8.231040425684906,-6.6839805806422365
27,10.419307768435575,9.137814303816612,10.131358903786712,-0.10548725526798441,-5.808508273730055,4.511664497732659,9.982274801569272,-3.659942421402887
28,-1.9838718145308865,-0.9835789661706977,-3.381593749299916,2.840806250842982,9.87884891373308,-3.9419579805291667,7.466870585986001,-2.238247766644421
29,-6.709163236434235,3.535068413233371,-1.1634614840906234,2.836359515195028,5.409192699511126,5.5569481668110186,-12.069103267723554,1.5777102508379084
